 5.40056 5.40056 287.419 -17.8583 2.72691 0.541288 0 0
 5.46433 5.46433 290.799 -17.3192 2.80514 0.541019 0 0
 5.50331 5.50331 292.102 -14.3812 2.62693 0.825453 0 0
 5.52342 5.52342 292.87 -7.50123 2.40833 1.53723 0 0
 5.53015 5.53015 295.2 -1.44096 2.39924 2.06473 0 0

 5.53015 5.53015 307.196 8.8827 2.39924 2.06473 0 0
 20.0044 20.0044 228.697 -52.3976 0.0228446 0.0337231 0 0
 11.1537 11.1537 247.09 -13.9746 0.0520324 0.0947191 0 0
 7.8009 7.8009 252.383 4.12732 0.0833197 0.202228 0 0
 6.09721 6.09721 253.099 13.4046 0.0924562 0.333251 0 0
 5.13521 5.13521 252.074 20.4358 0.0617592 0.517183 0 0
 4.59229 4.59229 248.81 26.6422 -0.0856887 0.769456 0 0
 4.32241 4.32241 243.981 30.8532 -0.385269 0.986802 0 0
 4.24359 4.24359 239.334 30.4245 -0.731899 0.871656 0 0
 4.29851 4.29851 233.355 28.2336 -1.23962 0.575329 0 0
 4.44013 4.44013 228.51 25.1042 -1.63 0.174179 0 0
 4.62787 4.62787 224.293 19.9719 -1.92984 -0.440877 0 0
 4.8283 4.8283 221.421 11.8538 -2.04315 -1.36426 0 0
 5.01687 5.01687 222.057 3.53404 -1.71568 -2.21465 0 0
 5.17849 5.17849 225.428 -4.05986 -1.09169 -2.87448 0 0
 5.30649 5.30649 231.148 -10.9981 -0.259813 -3.37075 0 0
 5.40056 5.40056 239.734 -16.7133 0.811281 -3.65465 0 0
 5.46433 5.46433 247.127 -17.966 1.60026 -3.36672 0 0
 5.50331 5.50331 254.47 -17.9845 2.28167 -2.96941 0 0
 5.52342 5.52342 261.262 -13.3405 2.81196 -2.07437 0 0
 5.53015 5.53015 267.927 -5.1598 3.2613 -0.878357 0 0

 5.53015 5.53015 284.233 -9.55158 3.2613 -0.878357 0 0
 20.0044 20.0044 215.008 -54.0937 0.0214772 0.0335537 0 0
 11.1537 11.1537 240.517 -16.9173 0.0619736 0.0925692 0 0
 7.8009 7.8009 250.873 -1.59693 0.123432 0.183484 0 0
 6.09721 6.09721 254.382 8.41593 0.172323 0.325398 0 0
 5.13521 5.13521 257.366 15.0674 0.249529 0.499117 0 0
 4.59229 4.59229 259.564 16.8104 0.335904 0.554274 0 0
 4.32241 4.32241 261.6 19.7448 0.443317 0.704588 0 0
 4.24359 4.24359 264.187 21.2809 0.617703 0.772225 0 0
 4.29851 4.29851 267.637 22.7332 0.891734 0.838029 0 0
 4.44013 4.44013 270.345 25.1291 1.08831 1.00672 0 0
 4.62787 4.62787 270.806 27.1481 1.01572 1.12404 0 0
 4.8283 4.8283 270.32 29.8565 0.834999 1.31461 0 0
 5.01687 5.01687 268.769 29.5842 0.543317 1.12059 0 0
 5.17849 5.17849 270.412 25.8434 0.678204 0.524276 0 0
 5.30649 5.30649 276.357 18.804 1.32144 -0.399403 0 0
 5.40056 5.40056 281.754 10.3505 1.81495 -1.37467 0 0
 5.46433 5.46433 292.114 8.78919 2.83927 -1.39704 0 0
 5.50331 5.50331 300.215 11.3874 3.46355 -0.922961 0 0
 5.52342 5.52342 305.724 19.3134 3.7041 0.117331 0 0
 5.53015 5.53015 306.41 25.6207 3.35203 0.839247 0 0

